Date,vix,vxo,vxn,vxd
06JUN2012,22.16,21.45,23.75,20.01
07JUN2012,21.72,20.96,23.81,19.73
08JUN2012,21.23,20.18,22.55,18.87
11JUN2012,23.56,23.55,24.60,21.09
12JUN2012,22.09,22.07,23.15,19.91
13JUN2012,24.27,23.99,24.52,21.34
14JUN2012,21.68,22.52,24.02,19.76
15JUN2012,21.11,20.85,21.86,18.39
18JUN2012,18.32,18.20,19.64,16.88
19JUN2012,18.38,17.64,19.20,16.45
20JUN2012,17.24,16.61,17.81,15.31
21JUN2012,20.08,19.79,20.78,17.74
22JUN2012,18.11,17.90,19.12,16.12
25JUN2012,20.38,20.13,21.28,17.99
26JUN2012,19.72,19.43,20.87,17.65
27JUN2012,19.45,19.35,20.68,17.46
28JUN2012,19.71,19.69,21.51,17.53
29JUN2012,17.08,16.54,18.65,15.32
02JUL2012,16.80,15.67,18.55,15.46
03JUL2012,16.66,15.73,18.56,15.46
05JUL2012,17.50,17.17,18.43,15.85
06JUL2012,17.10,16.70,18.65,15.83
09JUL2012,17.98,17.24,19.60,16.52
10JUL2012,18.72,17.93,20.67,16.93
11JUL2012,17.95,17.80,20.34,16.63
12JUL2012,18.33,18.07,20.97,16.89
13JUL2012,16.74,16.08,19.09,15.22
16JUL2012,17.11,16.92,19.54,15.62
17JUL2012,16.48,15.96,18.91,15.16
18JUL2012,16.16,15.97,18.30,14.53
19JUL2012,15.45,15.75,17.49,14.26
20JUL2012,16.27,15.99,18.20,14.93
23JUL2012,18.62,17.19,20.61,16.89
24JUL2012,20.47,19.00,22.83,18.38
25JUL2012,19.34,18.56,21.44,17.33
26JUL2012,17.53,16.65,20.11,15.92
27JUL2012,16.70,16.35,18.58,15.33
30JUL2012,18.03,17.13,19.74,16.54
31JUL2012,18.93,18.19,20.30,17.39
01AUG2012,18.96,18.42,20.19,17.41
02AUG2012,17.57,16.85,19.08,16.24
03AUG2012,15.64,14.77,17.46,14.44
06AUG2012,15.95,14.78,17.57,14.68
07AUG2012,15.99,14.90,17.41,14.86
08AUG2012,15.32,14.48,16.97,14.15
09AUG2012,15.28,14.00,16.41,13.85
10AUG2012,14.74,13.89,15.89,13.57
13AUG2012,13.70,13.94,14.48,12.43
14AUG2012,14.85,14.62,15.40,13.14
15AUG2012,14.63,14.79,14.77,13.00
16AUG2012,14.29,14.12,14.81,12.62
17AUG2012,13.45,13.42,13.79,12.01
20AUG2012,14.02,12.89,14.62,12.61
21AUG2012,15.02,14.02,15.36,13.49
22AUG2012,15.11,14.22,15.58,13.69
23AUG2012,15.96,15.32,16.68,14.44
24AUG2012,15.18,14.62,16.60,13.85
27AUG2012,16.35,14.92,17.19,14.90
28AUG2012,16.49,15.57,17.64,15.46
29AUG2012,17.06,16.23,18.11,15.80
30AUG2012,17.83,17.20,19.03,16.50
31AUG2012,17.47,16.32,18.35,15.69
04SEP2012,17.98,17.03,19.09,16.38
05SEP2012,17.74,17.15,19.02,16.27
06SEP2012,15.60,14.68,17.01,14.30
07SEP2012,14.38,13.37,15.44,13.19
10SEP2012,16.28,15.27,17.80,14.92
11SEP2012,16.41,15.40,18.01,14.79
12SEP2012,15.80,15.45,17.18,14.24
13SEP2012,14.05,13.78,16.15,13.47
14SEP2012,14.51,14.36,15.89,13.53
17SEP2012,14.59,13.96,15.79,13.40
18SEP2012,14.18,13.31,15.05,12.81
19SEP2012,13.88,13.13,14.84,12.79
20SEP2012,14.07,12.92,14.58,12.78
21SEP2012,13.98,12.37,14.44,12.65
24SEP2012,14.15,12.45,15.34,12.96
25SEP2012,15.43,13.93,16.70,13.84
26SEP2012,16.81,15.36,17.94,15.10
27SEP2012,14.84,13.48,16.45,13.77
28SEP2012,15.73,14.57,17.01,14.34
01OCT2012,16.32,14.60,17.75,14.61
02OCT2012,15.71,14.36,17.30,14.56
03OCT2012,15.43,14.05,16.76,14.29
04OCT2012,14.55,13.76,16.65,13.75
05OCT2012,14.33,13.58,16.48,13.09
08OCT2012,15.11,13.89,17.52,13.69
09OCT2012,16.37,15.24,18.87,14.66
10OCT2012,16.29,15.51,18.48,14.84
11OCT2012,15.59,15.04,18.33,14.35
12OCT2012,16.14,15.74,17.84,14.71
15OCT2012,15.27,14.69,17.55,13.98
16OCT2012,15.22,14.42,17.17,13.84
17OCT2012,15.07,14.12,16.89,13.86
18OCT2012,15.03,14.30,17.61,13.74
19OCT2012,17.06,15.91,20.05,15.48
22OCT2012,16.62,15.34,19.20,15.20
23OCT2012,18.83,18.06,20.66,17.46
24OCT2012,18.33,18.22,21.67,16.95
25OCT2012,18.12,17.54,20.28,16.69
26OCT2012,17.81,17.88,19.58,16.55
31OCT2012,18.60,18.60,20.33,17.26
01NOV2012,16.69,16.90,18.44,15.36
02NOV2012,17.59,17.87,19.95,16.34
05NOV2012,18.42,18.63,19.54,17.14
06NOV2012,17.58,17.75,19.10,16.37
07NOV2012,19.08,19.45,20.42,18.04
08NOV2012,18.49,18.93,20.14,17.25
09NOV2012,18.61,19.35,19.41,17.24
12NOV2012,16.68,17.68,18.62,15.62
13NOV2012,16.65,17.56,19.05,15.47
14NOV2012,17.92,19.16,19.50,16.58
15NOV2012,17.99,19.28,19.23,16.96
16NOV2012,16.41,17.66,18.13,15.53
19NOV2012,15.24,15.47,15.92,14.33
20NOV2012,15.08,15.30,16.18,14.02
21NOV2012,15.31,15.48,16.21,14.10
23NOV2012,15.14,15.41,16.21,18.64
26NOV2012,15.50,15.23,16.81,14.19
27NOV2012,15.92,15.98,16.90,14.66
28NOV2012,15.51,15.62,16.75,14.31
29NOV2012,15.06,15.41,16.40,13.84
30NOV2012,15.87,16.15,16.96,14.54
03DEC2012,16.64,16.16,17.69,15.36
04DEC2012,17.12,17.13,18.37,15.69
05DEC2012,16.46,16.86,18.63,15.05
06DEC2012,16.58,17.06,18.49,15.05
07DEC2012,15.90,16.24,18.35,14.48
10DEC2012,16.05,16.17,18.74,14.64
11DEC2012,15.57,15.78,17.96,14.28
12DEC2012,15.95,16.03,18.58,14.65
13DEC2012,16.56,16.71,19.47,15.21
14DEC2012,17.00,17.46,20.19,15.55
17DEC2012,16.34,16.46,19.47,15.17
18DEC2012,15.57,15.77,18.63,14.54
19DEC2012,17.36,17.39,19.27,16.03
20DEC2012,17.67,17.62,19.32,16.37
21DEC2012,17.84,17.12,20.16,16.47
24DEC2012,17.84,17.66,20.15,16.47
26DEC2012,19.48,18.64,21.18,17.95
27DEC2012,19.47,19.16,21.57,18.01
28DEC2012,22.72,23.07,23.32,16.60
31DEC2012,18.02,18.53,20.56,17.22
02JAN2013,14.68,13.30,16.95,13.92
03JAN2013,14.56,14.01,17.11,13.74
04JAN2013,13.83,13.80,15.51,13.06
07JAN2013,13.79,13.08,16.55,13.09
08JAN2013,13.62,13.21,16.43,12.83
09JAN2013,13.81,13.55,16.08,12.83
10JAN2013,13.49,13.29,16.08,12.67
11JAN2013,13.36,13.32,15.87,12.36
14JAN2013,13.52,13.64,16.13,12.55
15JAN2013,13.55,13.61,16.12,12.35
16JAN2013,13.42,13.34,15.32,12.52
17JAN2013,13.57,13.42,15.07,12.64
18JAN2013,12.46,12.14,14.17,11.47
22JAN2013,12.43,11.98,14.08,11.32
23JAN2013,12.46,11.81,14.28,11.31
24JAN2013,12.69,12.29,14.17,11.46
25JAN2013,12.89,12.45,14.06,11.75
28JAN2013,13.57,12.87,14.39,12.46
29JAN2013,13.31,12.67,14.02,12.23
30JAN2013,14.32,13.79,14.38,13.15
31JAN2013,14.28,13.99,14.83,13.31
01FEB2013,12.90,12.44,13.89,12.07
04FEB2013,14.67,13.95,15.73,13.65
05FEB2013,13.72,12.74,14.83,13.16
06FEB2013,13.41,13.01,14.02,12.78
07FEB2013,13.50,12.88,14.77,12.91
08FEB2013,13.02,12.44,14.14,12.66
11FEB2013,12.94,12.45,14.11,12.35
12FEB2013,12.64,12.26,13.06,12.02
13FEB2013,12.98,12.59,14.41,12.19
14FEB2013,12.66,12.08,13.66,11.72
15FEB2013,12.46,11.91,13.47,11.56
19FEB2013,12.31,11.37,13.42,11.47
20FEB2013,14.68,13.97,15.28,13.31
21FEB2013,15.22,14.94,16.49,13.68
22FEB2013,14.17,13.74,15.68,12.71
25FEB2013,18.99,18.74,19.35,16.72
26FEB2013,16.87,16.44,17.91,14.81
27FEB2013,14.73,14.02,16.34,13.15
28FEB2013,15.51,14.76,16.30,13.70
01MAR2013,15.36,14.65,15.64,13.61
04MAR2013,14.01,12.74,15.39,12.77
05MAR2013,13.48,12.16,14.60,12.38
06MAR2013,13.53,12.36,14.60,12.44
07MAR2013,13.06,11.99,14.23,12.04
08MAR2013,12.59,11.62,13.72,11.64
11MAR2013,11.56,11.67,12.41,10.68
12MAR2013,12.27,11.79,12.84,10.84
13MAR2013,11.83,11.77,12.65,10.54
14MAR2013,11.30,11.25,12.33,10.22
15MAR2013,11.30,10.97,12.03,10.08
18MAR2013,13.36,12.69,13.69,11.78
19MAR2013,14.39,13.43,14.45,12.59
20MAR2013,12.67,12.00,13.42,11.59
21MAR2013,13.99,13.96,14.24,12.55
22MAR2013,13.57,13.24,13.88,12.28
25MAR2013,13.74,13.12,14.35,12.53
26MAR2013,12.77,11.93,13.42,11.70
27MAR2013,13.15,12.45,13.57,12.13
28MAR2013,12.70,12.04,13.28,11.69
01APR2013,13.58,12.81,14.48,12.26
02APR2013,12.78,11.81,14.02,11.56
03APR2013,14.21,13.63,14.94,12.67
04APR2013,13.89,13.54,15.26,12.60
05APR2013,13.92,13.87,15.52,12.54
08APR2013,13.19,12.90,14.89,12.12
09APR2013,12.84,12.22,14.46,11.86
10APR2013,12.36,11.78,13.71,11.70
11APR2013,12.24,11.69,14.09,11.47
12APR2013,12.06,11.68,13.88,11.11
15APR2013,17.27,16.23,17.16,15.16
16APR2013,13.96,13.01,15.72,12.51
17APR2013,16.51,15.99,18.20,14.65
18APR2013,17.56,16.37,18.75,15.48
19APR2013,14.97,14.27,17.17,13.59
22APR2013,14.39,13.05,16.13,13.16
23APR2013,13.48,12.36,15.72,12.23
24APR2013,13.61,12.87,15.40,12.49
25APR2013,13.62,13.28,15.32,12.48
26APR2013,13.61,12.93,15.48,12.20
29APR2013,13.71,12.70,15.32,12.36
30APR2013,13.52,12.54,15.34,12.21
01MAY2013,14.49,13.79,16.00,13.02
02MAY2013,13.59,12.89,15.19,12.25
03MAY2013,12.85,12.16,14.66,11.67
06MAY2013,12.66,11.54,14.60,11.70
07MAY2013,12.83,11.66,14.27,11.70
08MAY2013,12.66,11.52,14.49,11.66
09MAY2013,13.13,12.40,14.49,11.90
10MAY2013,12.59,11.63,14.34,11.64
13MAY2013,12.55,12.47,14.59,11.45
14MAY2013,12.77,12.65,14.78,11.78
15MAY2013,12.81,12.50,13.88,11.76
16MAY2013,13.07,12.58,13.72,11.89
17MAY2013,12.45,12.24,13.30,11.45
20MAY2013,13.02,12.25,13.53,11.83
21MAY2013,13.37,12.89,14.41,12.20
22MAY2013,13.82,13.50,14.73,12.34
23MAY2013,14.07,13.70,14.89,12.57
24MAY2013,13.99,13.64,14.48,12.61
28MAY2013,14.48,13.82,14.99,13.09
29MAY2013,14.83,14.34,15.18,13.37
30MAY2013,14.53,14.12,14.99,13.21
31MAY2013,16.30,15.82,15.99,14.23
03JUN2013,16.28,15.26,16.79,14.20
04JUN2013,16.27,16.17,16.84,14.46
05JUN2013,17.50,17.34,17.49,15.62
06JUN2013,16.63,16.82,17.40,14.97
07JUN2013,15.14,14.59,15.88,13.59
10JUN2013,15.44,14.84,15.86,13.91
11JUN2013,17.07,16.77,16.88,15.17
12JUN2013,18.59,18.46,18.70,16.69
13JUN2013,16.41,16.33,17.13,14.85
14JUN2013,17.15,17.26,17.28,15.48
17JUN2013,16.80,16.75,16.95,15.16
18JUN2013,16.61,16.39,16.47,14.77
19JUN2013,16.64,16.48,15.12,14.87
20JUN2013,20.49,21.33,20.06,18.22
21JUN2013,18.90,18.91,19.44,16.77
24JUN2013,20.11,19.92,19.83,17.74
25JUN2013,18.47,18.31,18.80,16.61
26JUN2013,17.21,17.25,17.38,15.33
27JUN2013,16.86,16.70,16.72,14.89
28JUN2013,16.86,17.24,16.47,15.21
01JUL2013,16.37,16.01,16.16,14.92
02JUL2013,16.44,16.11,15.94,14.91
03JUL2013,16.20,16.18,15.80,14.70
05JUL2013,14.89,14.62,14.91,13.47
08JUL2013,14.78,14.12,14.77,13.33
09JUL2013,14.35,13.74,14.26,13.26
10JUL2013,14.21,14.25,13.95,12.93
11JUL2013,14.01,13.84,13.87,12.79
12JUL2013,13.84,13.46,13.96,12.93
15JUL2013,13.79,13.96,14.03,12.92
16JUL2013,14.42,14.21,14.25,13.35
17JUL2013,13.78,13.64,13.92,12.70
18JUL2013,13.77,13.50,13.47,12.53
19JUL2013,12.54,12.58,13.75,11.66
22JUL2013,12.29,11.81,13.39,11.68
23JUL2013,12.66,12.08,13.37,11.71
24JUL2013,13.18,12.67,13.27,12.00
25JUL2013,12.97,12.43,13.32,11.91
26JUL2013,12.72,12.08,12.93,11.79
29JUL2013,13.39,12.38,13.65,12.30
30JUL2013,13.39,12.84,13.87,12.33
31JUL2013,13.45,13.28,14.25,12.57
01AUG2013,12.94,12.71,13.88,12.26
02AUG2013,11.98,11.19,12.77,11.25
05AUG2013,11.84,10.94,12.83,11.13
06AUG2013,12.72,11.65,13.35,11.97
07AUG2013,12.98,11.98,13.44,12.02
08AUG2013,12.73,11.67,13.26,12.02
09AUG2013,13.41,12.63,13.63,12.59
12AUG2013,12.81,13.07,12.86,12.21
13AUG2013,12.31,12.39,12.50,11.67
14AUG2013,13.04,13.06,13.30,12.49
15AUG2013,14.73,14.86,14.90,13.84
16AUG2013,14.37,14.37,14.73,13.37
19AUG2013,15.10,14.31,15.53,13.81
20AUG2013,14.91,14.78,15.15,13.81
21AUG2013,15.94,15.59,15.99,14.90
22AUG2013,14.76,14.72,15.44,13.89
23AUG2013,13.98,13.91,14.62,13.05
26AUG2013,14.99,14.34,15.32,13.89
27AUG2013,16.77,16.35,17.63,15.12
28AUG2013,16.49,16.15,17.42,14.84
29AUG2013,16.81,16.71,17.40,15.15
30AUG2013,17.01,17.62,17.53,15.38
03SEP2013,16.61,16.53,17.89,15.14
04SEP2013,15.88,15.57,16.77,14.50
05SEP2013,15.77,15.71,16.51,14.31
06SEP2013,15.85,15.38,16.32,14.35
09SEP2013,15.63,15.10,16.16,14.23
10SEP2013,14.53,13.83,15.24,13.34
11SEP2013,13.82,13.17,14.73,12.56
12SEP2013,14.29,13.91,14.75,12.95
13SEP2013,14.16,13.91,14.70,12.98
16SEP2013,14.38,14.24,15.16,13.12
17SEP2013,14.53,14.19,14.72,13.44
18SEP2013,13.59,13.40,14.15,13.13
19SEP2013,13.16,13.21,13.77,12.47
20SEP2013,13.12,12.95,12.97,12.84
23SEP2013,14.31,13.63,14.64,13.64
24SEP2013,14.08,13.39,14.37,13.48
25SEP2013,14.01,13.56,14.66,13.55
26SEP2013,14.06,13.50,14.36,13.40
27SEP2013,15.46,14.68,15.65,14.69
30SEP2013,16.60,15.97,16.73,15.91
01OCT2013,15.54,14.55,15.97,15.04
02OCT2013,16.60,16.29,16.72,16.34
03OCT2013,17.67,16.86,18.30,17.12
04OCT2013,16.74,15.97,17.32,16.15
07OCT2013,19.41,18.33,19.84,18.50
08OCT2013,20.34,19.82,22.07,19.33
09OCT2013,19.60,19.01,21.68,18.39
10OCT2013,16.48,16.01,18.45,15.76
11OCT2013,15.72,14.77,17.19,14.76
14OCT2013,16.07,14.91,17.47,15.17
15OCT2013,18.66,16.91,18.77,17.78
16OCT2013,14.71,14.09,16.40,14.73
17OCT2013,13.48,12.87,14.49,13.29
18OCT2013,13.04,11.77,13.69,12.83
21OCT2013,13.16,11.54,14.40,12.98
22OCT2013,13.33,12.03,14.96,12.97
23OCT2013,13.42,12.16,15.33,12.85
24OCT2013,13.20,11.34,14.50,12.40
25OCT2013,13.09,11.62,14.91,12.38
28OCT2013,13.31,11.13,14.97,12.74
29OCT2013,13.41,12.20,14.83,12.78
30OCT2013,13.65,12.71,14.72,13.08
31OCT2013,13.75,12.54,14.88,13.05
01NOV2013,13.28,12.03,14.76,12.66
04NOV2013,12.93,11.48,14.37,12.66
05NOV2013,13.27,12.01,14.40,12.66
06NOV2013,12.67,12.01,14.76,12.12
07NOV2013,13.91,12.84,15.67,12.89
08NOV2013,12.90,12.75,14.67,12.33
11NOV2013,12.53,12.24,14.37,12.04
12NOV2013,12.82,12.23,14.14,12.18
13NOV2013,12.52,11.90,13.66,12.10
14NOV2013,12.37,11.93,13.26,11.96
15NOV2013,12.19,11.41,13.13,11.24
18NOV2013,13.10,11.76,14.37,11.86
19NOV2013,13.39,12.11,14.52,12.17
20NOV2013,13.40,12.08,14.44,12.35
21NOV2013,12.66,11.81,14.01,11.91
22NOV2013,12.26,11.45,13.65,11.40
25NOV2013,12.79,11.20,13.74,11.78
26NOV2013,12.81,11.49,13.60,11.83
27NOV2013,12.98,11.69,13.36,12.03
29NOV2013,13.70,12.71,13.93,12.76
02DEC2013,14.23,12.69,14.81,13.52
03DEC2013,14.55,12.80,14.93,13.81
04DEC2013,14.70,13.37,15.08,13.88
05DEC2013,15.08,14.24,16.11,14.23
06DEC2013,13.79,12.74,14.85,12.85
09DEC2013,13.49,12.35,14.80,12.96
10DEC2013,13.91,13.02,14.80,13.24
11DEC2013,15.42,14.61,15.88,14.33
12DEC2013,15.54,15.30,16.00,14.76
13DEC2013,15.76,15.77,15.98,14.92
16DEC2013,16.03,15.01,16.54,15.12
17DEC2013,16.21,15.15,16.47,14.98
18DEC2013,13.80,12.80,15.01,12.81
19DEC2013,14.15,12.76,14.92,13.02
20DEC2013,13.79,11.80,14.48,12.89
23DEC2013,13.04,11.42,14.11,12.47
24DEC2013,12.48,11.00,13.91,11.90
26DEC2013,12.33,11.22,13.93,11.57
27DEC2013,12.46,10.93,14.51,11.70
30DEC2013,13.56,11.67,15.16,12.64
31DEC2013,13.72,12.25,15.44,12.90
02JAN2014,14.23,12.59,15.88,13.31
03JAN2014,13.76,12.40,15.85,12.89
06JAN2014,13.55,11.95,15.82,12.68
07JAN2014,12.92,11.47,15.10,12.17
08JAN2014,12.87,11.71,14.88,12.29
09JAN2014,12.89,11.93,15.10,12.39
10JAN2014,12.14,11.06,14.09,11.84
13JAN2014,13.28,12.72,15.05,12.65
14JAN2014,12.28,11.59,13.52,11.93
15JAN2014,12.28,11.46,13.63,11.58
16JAN2014,12.53,11.90,14.11,11.94
17JAN2014,12.44,11.24,14.20,11.64
21JAN2014,12.87,11.30,14.34,12.38
22JAN2014,12.84,11.55,14.43,12.66
23JAN2014,13.77,12.67,15.33,13.63
24JAN2014,18.14,16.33,18.84,17.43
27JAN2014,17.42,15.61,18.87,16.69
28JAN2014,15.80,14.92,17.65,15.32
29JAN2014,17.35,16.58,18.69,16.80
30JAN2014,17.29,15.78,18.65,16.82
31JAN2014,18.41,17.44,18.97,17.91
03FEB2014,21.44,19.77,21.44,20.67
04FEB2014,19.11,17.59,20.10,18.55
05FEB2014,19.95,18.52,21.15,19.03
06FEB2014,17.23,16.55,19.48,16.78
07FEB2014,15.29,14.05,16.71,14.91
10FEB2014,15.26,13.84,16.53,15.04
11FEB2014,14.51,12.75,15.84,14.09
12FEB2014,14.30,13.48,15.93,13.97
13FEB2014,14.14,12.70,15.49,13.83
14FEB2014,13.57,12.13,14.80,13.15
18FEB2014,13.87,13.16,15.23,13.70
19FEB2014,15.50,14.24,16.32,14.96
20FEB2014,14.79,13.82,15.91,14.40
21FEB2014,14.68,12.85,15.81,14.20
24FEB2014,14.23,12.51,15.24,13.81
25FEB2014,13.67,12.79,15.15,13.41
26FEB2014,14.35,13.18,15.29,13.70
27FEB2014,14.04,12.55,14.79,13.27
28FEB2014,14.00,12.93,15.01,13.22
03MAR2014,16.00,14.50,16.85,15.19
04MAR2014,14.10,12.80,15.41,13.55
05MAR2014,13.89,12.77,15.22,13.44
06MAR2014,14.21,12.98,14.94,13.46
07MAR2014,14.11,12.97,15.23,13.37
10MAR2014,14.20,12.62,15.52,13.65
11MAR2014,14.80,13.29,15.78,14.03
12MAR2014,14.47,13.10,15.54,13.83
13MAR2014,16.22,15.54,17.47,15.54
14MAR2014,17.82,17.22,18.89,16.76
17MAR2014,15.64,14.15,17.47,14.81
18MAR2014,14.52,13.66,15.93,14.06
19MAR2014,15.12,13.44,16.23,14.50
20MAR2014,14.52,13.09,16.18,13.96
21MAR2014,15.00,13.26,17.35,14.29
24MAR2014,15.09,13.38,18.12,14.13
25MAR2014,14.02,12.73,17.12,13.57
26MAR2014,14.93,13.92,18.14,14.27
27MAR2014,14.62,14.02,18.49,13.72
28MAR2014,14.41,13.45,18.09,13.55
31MAR2014,13.88,12.55,18.12,13.16
01APR2014,13.10,11.60,16.74,12.44
02APR2014,13.09,11.97,16.37,12.51
03APR2014,13.37,12.73,16.96,12.73
04APR2014,13.96,13.42,18.79,13.12
07APR2014,15.57,14.26,20.05,14.51
08APR2014,14.89,14.01,19.11,14.07
09APR2014,13.82,12.64,17.72,12.87
10APR2014,15.89,15.55,20.59,14.64
11APR2014,17.03,17.19,22.65,15.51
14APR2014,16.11,15.64,21.70,14.67
15APR2014,15.61,15.03,21.91,14.13
16APR2014,14.18,13.53,20.41,12.83
17APR2014,13.36,12.80,19.39,12.42
21APR2014,13.25,12.79,18.53,12.59
22APR2014,13.19,12.35,17.18,12.39
23APR2014,13.27,13.13,16.90,12.36
24APR2014,13.32,12.82,17.17,12.40
25APR2014,14.06,13.89,18.59,13.07
28APR2014,13.97,12.86,18.74,12.90
29APR2014,13.71,12.65,18.33,12.76
30APR2014,13.41,12.33,17.68,12.52
01MAY2014,13.25,12.39,17.15,12.47
02MAY2014,12.91,11.82,17.03,12.29
05MAY2014,13.29,11.84,16.78,12.55
06MAY2014,13.80,13.14,17.09,13.01
07MAY2014,13.40,12.55,17.40,12.63
08MAY2014,13.43,12.60,17.42,12.56
09MAY2014,12.92,11.60,16.52,12.12
12MAY2014,12.23,11.83,15.49,11.43
13MAY2014,12.13,12.00,15.37,11.40
14MAY2014,12.17,11.76,15.16,11.54
15MAY2014,13.17,12.85,16.06,12.08
16MAY2014,12.44,11.93,15.25,11.39
19MAY2014,12.42,11.64,15.10,11.53
20MAY2014,12.96,12.28,15.34,12.17
21MAY2014,11.91,11.19,14.50,11.15
22MAY2014,12.03,11.32,14.20,11.19
23MAY2014,11.36,11.00,13.45,10.47
27MAY2014,11.51,10.78,13.72,10.87
28MAY2014,11.68,11.06,14.04,11.12
29MAY2014,11.57,10.85,13.84,10.94
30MAY2014,11.40,10.56,13.77,10.69
02JUN2014,11.58,10.72,14.33,11.08
03JUN2014,11.87,11.09,14.35,11.21
04JUN2014,12.08,11.48,14.21,11.44
05JUN2014,11.68,11.15,13.66,11.27
06JUN2014,10.73,10.27,13.21,10.48
09JUN2014,11.15,10.07,13.79,10.72
10JUN2014,10.99,9.81,13.57,10.68
11JUN2014,11.60,10.54,13.37,11.25
12JUN2014,12.56,11.59,13.85,11.97
13JUN2014,12.18,11.22,13.61,11.79
16JUN2014,12.65,11.50,13.70,12.27
17JUN2014,12.06,10.97,13.51,11.96
18JUN2014,10.61,9.63,12.65,10.58
19JUN2014,10.62,9.22,12.51,10.44
20JUN2014,10.85,9.07,12.27,10.60
23JUN2014,10.98,8.86,12.30,10.19
24JUN2014,12.13,10.38,12.61,11.17
25JUN2014,11.59,9.76,12.54,11.02
26JUN2014,11.63,9.75,12.20,11.15
27JUN2014,11.26,9.65,12.03,11.02
30JUN2014,11.57,9.54,12.21,11.06
01JUL2014,11.15,9.17,11.98,10.47
02JUL2014,10.82,8.92,11.59,10.18
03JUL2014,10.32,8.51,11.36,9.71
07JUL2014,11.33,9.45,12.44,10.75
08JUL2014,11.98,10.53,13.74,11.21
09JUL2014,11.65,9.90,13.22,10.79
10JUL2014,12.59,10.98,14.13,11.75
11JUL2014,12.08,10.44,13.66,11.21
14JUL2014,11.82,9.98,13.59,10.82
15JUL2014,11.96,10.44,14.33,11.16
16JUL2014,11.00,9.78,13.38,10.30
17JUL2014,14.54,13.13,15.85,13.35
18JUL2014,12.06,10.24,13.40,11.59
21JUL2014,12.81,10.59,14.17,12.01
22JUL2014,12.24,9.93,13.26,11.43
23JUL2014,11.52,10.27,12.91,11.30
24JUL2014,11.84,10.36,13.08,11.39
25JUL2014,12.69,11.07,13.36,12.04
28JUL2014,12.56,10.71,13.84,12.01
29JUL2014,13.28,11.69,14.20,12.56
30JUL2014,13.33,11.87,13.93,12.70
31JUL2014,16.95,16.09,16.82,15.74
01AUG2014,17.03,16.06,17.26,16.11
04AUG2014,15.12,13.49,16.08,14.48
05AUG2014,16.87,15.25,17.02,15.73
06AUG2014,16.37,15.27,17.07,15.20
07AUG2014,16.66,15.84,17.37,15.63
08AUG2014,15.77,15.22,17.02,14.80
11AUG2014,14.23,13.98,15.27,13.71
12AUG2014,14.13,13.52,15.13,13.51
13AUG2014,12.90,12.37,13.81,12.37
14AUG2014,12.42,11.38,12.95,11.77
15AUG2014,13.15,11.73,13.37,12.83
18AUG2014,12.32,10.70,12.85,11.47
19AUG2014,12.21,10.83,12.66,11.20
20AUG2014,11.78,10.51,12.66,10.98
21AUG2014,11.76,10.83,12.50,10.73
22AUG2014,11.47,10.56,12.23,10.75
25AUG2014,11.70,10.26,12.45,10.83
26AUG2014,11.63,10.38,12.34,10.69
27AUG2014,11.78,10.89,12.34,10.70
28AUG2014,12.05,10.77,12.65,11.05
29AUG2014,11.98,10.87,12.71,11.37
02SEP2014,12.25,11.05,12.98,11.74
03SEP2014,12.36,11.15,13.56,11.79
04SEP2014,12.64,11.67,13.78,12.04
05SEP2014,12.09,10.41,13.24,11.50
08SEP2014,12.66,10.66,13.66,11.89
09SEP2014,13.50,11.80,14.53,12.61
10SEP2014,12.88,11.30,14.12,12.32
11SEP2014,12.80,11.41,14.03,12.27
12SEP2014,13.31,11.96,14.67,12.64
15SEP2014,14.12,12.53,16.19,13.12
16SEP2014,12.73,11.19,14.92,12.31
17SEP2014,12.65,10.96,13.85,11.77
18SEP2014,12.03,10.50,13.51,10.99
19SEP2014,12.11,10.19,13.80,11.03
22SEP2014,13.69,11.55,15.51,12.17
23SEP2014,14.93,13.13,16.46,13.39
24SEP2014,13.27,11.69,15.25,12.01
25SEP2014,15.64,14.60,18.12,14.02
26SEP2014,14.85,13.62,16.85,13.25
29SEP2014,15.98,14.01,18.03,13.93
30SEP2014,16.31,14.77,18.26,14.33
01OCT2014,16.71,16.04,19.21,14.76
02OCT2014,16.16,15.43,18.63,14.19
03OCT2014,14.55,13.59,17.54,12.98
06OCT2014,15.46,14.11,17.98,13.36
07OCT2014,17.20,16.06,19.17,14.86
08OCT2014,15.11,14.13,17.26,13.36
09OCT2014,18.76,18.10,19.77,15.70
10OCT2014,21.24,20.20,22.62,17.11
13OCT2014,24.64,22.53,25.72,16.66
14OCT2014,22.79,20.68,25.00,15.92
15OCT2014,26.25,23.43,27.05,17.40
16OCT2014,25.20,22.94,26.73,19.63
17OCT2014,21.99,19.93,23.13,17.06
20OCT2014,18.57,17.26,20.32,16.78
21OCT2014,16.08,14.88,18.22,14.69
22OCT2014,17.87,17.02,19.96,16.23
23OCT2014,16.53,15.92,18.78,15.27
24OCT2014,16.11,15.75,17.93,14.91
27OCT2014,16.04,15.48,17.94,14.97
28OCT2014,14.39,13.62,16.60,13.71
29OCT2014,15.15,14.10,16.78,13.73
30OCT2014,14.52,14.03,16.61,13.53
31OCT2014,14.03,13.73,15.81,13.21
03NOV2014,14.73,14.17,16.42,13.99
04NOV2014,14.89,13.96,16.58,14.02
05NOV2014,14.17,13.36,16.34,13.46
